Country,City,Airport Name,IATA Code,ICAO Code
Turkey,Samsun/carsamba,Samsun,SSX,LTFH
Turkey,Siirt,Siirt,SXZ,LTCL
Turkey,Samsun,Carsamba,SZF,LTFH
Turkey,Theda,Theda Station,TDN,GMTN
Turkey,Tekirdag,Corlu,TEQ,LTBU
Turkey,Tokat,Tokat,TJK,LTAW
Turkey,Tonu,Tonu,TON,
Turkey,Trabzon,Trabzon,TZX,LTCG
Turkey,Adana,Adana-Incirlik Airbase,UAB,LTAG
Turkey,Zugapa,Zugapa,UGU,
Turkey,Usak,Usak,USQ,LTBO
Turkey,Van,Ferit Melen Airport,VAN,LTCI
Turkey,Sivas,Sivas,VAS,LTAR
Turkey,Rail (Generic),Off line Point,XZE,ZSXZ
Turkey,Rail (Generic),Off line Point,XZJ,
Turkey,Rail (Generic),Pass Rail,XZQ,
Turkey,Rail (Generic),Off line Point,XZU,ZSXZ
Turkey,Rail (Generic),Off line Point,XZX,
Turkey,Bursa,Yenisehir,YEI,LTBR
Turkey,Lancaster,Lancaster PA Rail,ZRL,
Pakistan,Abbottabad,Abbottabad,AAW,OPAB
Pakistan,Attock,Attock,ATG,SPAY
Pakistan,Badin,Talhar,BDN,OPTH
Pakistan,Bahawalpur,Bahawalpur,BHV,OPBW
Pakistan,Sargodha,Bhagatanwala Apt,BHW,CYYZ
Pakistan,Bannu,Bannu,BNP,OPBN
Pakistan,Chilas,Chilas,CHB,OPCL
Pakistan,Chitral,Chitral,CJL,OPCH
Pakistan,Campbellpore,Campbellpore,CWP,
Pakistan,Dalbandin,Dalbandin,DBA,OPDB
Pakistan,Dadu,Dadu,DDU,OPDD
Pakistan,Dera Ghazi Khan,Dera Ghazi Khan,DEA,OPDG
Pakistan,Dera Ismail Khan,Dera Ismail Khan,DSK,OPDI
Pakistan,Gilgit,Gilgit,GIL,OPGT
Pakistan,Gujrat,Gujrat,GRT,
Pakistan,Gwadar,Gwadar,GWD,OPGD
Pakistan,Hyderabad,Hyderabad,HDD,OPKD
Pakistan,Mansehra,Mansehra,HRA,
Pakistan,Islamabad,Islamabad International,ISB,OPRN
Pakistan,Jacobabad,Jacobabad,JAG,OPJA
Pakistan,Jiwani,Jiwani,JIW,OPJI
Pakistan,Kalat,Kalat,KBH,OPKL
Pakistan,Kadanwari,Kadanwari,KCF,WABB
Pakistan,Khuzdar,Khuzdar,KDD,OPKH
Pakistan,Skardu,Skardu,KDU,OPSD
Pakistan,Karachi,Quaid-e-azam Intl,KHI,OPKC
Pakistan,Lahore,Alama Iqbal International,LHE,OPLA
Pakistan,Lora Lai,Lora Lai,LRG,
Pakistan,Faisalabad,Faisalabad,LYP,OPFA
Pakistan,Mobridge,Mobridge,MBG,KMBG
Pakistan,Muzaffarabad,Muzaffarabad,MFG,OPMF
Pakistan,Mohenjodaro,Mohenjodaro,MJD,OPMJ
Pakistan,Mirpur Khas,Mirpur Khas,MPD,OPMP
Pakistan,Multan,Multan,MUX,OPMT
Pakistan,Mianwali,Mianwali,MWD,OPMI
Pakistan,Nushki,Nushki,NHS,OPNK
Pakistan,Kohat,Kohat,OHT,OPKT
Pakistan,Ormara,Ormara,ORW,OPOR
Pakistan,Para Chinar,Para Chinar,PAJ,OPPC
Pakistan,Peshawar,Peshawar,PEW,OPPS
Pakistan,Panjgur,Panjgur,PJG,OPPG
Pakistan,Pasni,Pasni,PSI,OPPI
Pakistan,Zhob,Zhob,PZH,OPZB
Pakistan,Rawala Kot,Rawala Kot,RAZ,OPRT
Pakistan,Rahim Yar Khan,Rahim Yar Khan,RYK,OPRK
Pakistan,Sawan,Sawan,RZS,LFPG
Pakistan,Sibi,Sibi,SBQ,OPSB
Pakistan,Saidu Sharif,Saidu Sharif,SDT,OPSS
Pakistan,Sargodha,Sargodha Apt,SGI,OPSR
Pakistan,Sialkot,Sialkot International,SKT,OPST
Pakistan,Sukkur,Sukkur,SKZ,OPSK
Pakistan,Sui,Sui,SUL,OPSU
Pakistan,Sahiwal,Sahiwal,SWN,OPSW
Pakistan,Shikarpur,Shikarpur,SWV,OPSP
Pakistan,Tarbela,Tarbela,TLB,OPTA
Pakistan,Turbat,Turbat,TUK,OPTU
Pakistan,Quetta,Quetta,UET,OPQT
Pakistan,Wana,Wana,WAF,OPWN
Pakistan,Bahawalnagar,Bahawalnagar,WGB,OPBR
Pakistan,Nawabshah,Nawabshah,WNS,OPNH
Pakistan,Mangla,Mangla,XJM,ZLSN
Spain,Albacete,Los Llanos,ABC,LEAB
Spain,Arrecife,Lanzarote,ACE,GCRR
Spain,Algeciras,Algeciras,AEI,OPKC
Spain,Malaga,Pablo Ruiz Picasso,AGP,LEMG
Spain,Alicante,Alicante El Altet,ALC,LEAL
Spain,Barcelona,El Prat De Llobregat,BCN,LEBL
Spain,Bilbao,Sondica,BIO,LEBB
Spain,Badajoz,Talaveral La Real,BJZ,LEBZ
Spain,Cadiz,Cadiz,CDZ,
Spain,Ciudad Real,Ciudad Real - Don Quijote Airport,CJI,VHHH
Spain,San Sebastian,Donostia - San Sebastian,EAS,LESO
Spain,Fuengirola,Fuengirola,FGR,OMFJ
Spain,Puerto del Rosario,Fuerteventura,FUE,GCFV
Spain,San Sebas De La Gomera,La Gomera,GMZ,GCGM
Spain,Gerona,Girona-Costa Brava,GRO,LEGE
Spain,Granada,Granada,GRX,LEGR
Spain,Huelva,Huelva,HEV,ZSOF
Spain,Huesca,Huesca,HSK,LEHC
Spain,Ibiza,Ibiza,IBZ,LEIB
Spain,Ila Da Chilonzuene,Ila Da Chilonzuene,IDC,MMCT
Spain,La Coruna,La Coruna,LCG,LECO
Spain,Almeria,Almeria,LEI,LEAM
Spain,Leon,Leon,LEN,LELN
Spain,Seu De Urgel,Aeroport De La Seu,LEU,LESU
Spain,Las Palmas,Gran Canaria,LPA,GCLP
Spain,Madrid,Barajas,MAD,LEMD
Spain,Menorca,Mahon,MAH,LEMH
Spain,Murcia,San Javier,MJV,LELC
Spain,Melilla,Melilla,MLN,GEML
Spain,La Palma Del Condado,La Palma Del Condado,NDO,OMAA
Spain,Cordoba,Cordoba,ODB,LEBA
Spain,Oviedo/Aviles,Asturias,OVD,LEAS
Spain,Moron,Moron,OZP,LEMO
Spain,Palma Mallorca,Son Sant Joan Airport,PMI,LEPA
Spain,Pamplona,Pamplona,PNA,LEPP
Spain,Puerto De Santa Maria,Puerto De Santa Maria,PXS,LEMG
Spain,Reus,Reus,REU,LERS
Spain,Logrono,Agoncillo,RJL,LELO
Spain,Ronda,Ronda,RRA,EDDL
Spain,Santiago De Compostela,Santiago De Compostela,SCQ,LEST
Spain,Santander,Santander,SDR,LEXJ
Spain,Salamanca,Matacan,SLM,LESA
Spain,Santa Cruz De La Palma,La Palma,SPC,GCLA
Spain,Sevilla,San Pablo,SPO,
Spain,Sevilla,San Pablo,SVQ,LEZL
Spain,Tenerife,Tenerife Norte (Los Rodeos),TFN,GCXO
Spain,Tenerife,Sur Reina Sofia,TFS,GCTS
Spain,Madrid,Torrejon Afb,TOJ,LETO
Spain,Puertollano,Puertollano,UER,ZWWW
Spain,Puerto La Cruz,Puerto La Cruz,UPC,
Spain,Torremolinos,Torremolinos,UTL,
Spain,Valverde,Hierro,VDE,GCHI
Spain,Vigo,Vigo,VGO,LEVX
Spain,Vitoria.,Vitoria.,VIT,LEVT
Spain,Valencia,Manises,VLC,LEVC
Spain,Valladolid,Valladolid,VLL,LEVD
Spain,Jerez De La Frontera,Jerez De La Frontera,XRY,LEJR
Spain,Zaragoza,Zaragoza,ZAZ,LEZG
Democratic Republic Of Congo,Basongo,Basongo,BAN,FZVR
Democratic Republic Of Congo,Gbadolite,Kisangani,BDT,FZFD
Democratic Republic Of Congo,Moba,Moba,BDV,FZRB
Democratic Republic Of Congo,Bukavu,Kavumu,BKY,FZMA
Democratic Republic Of Congo,Bumba,Bumba,BMB,FZFU
Democratic Republic Of Congo,Boende,Boende,BNB,FZGN
Democratic Republic Of Congo,Beni,Beni,BNC,FZNP
Democratic Republic Of Congo,Boma,Boma,BOA,FZAJ
Democratic Republic Of Congo,Bunia,Bunia,BUX,FZKA
Democratic Republic Of Congo,Buta,Buta,BZU,FZKJ
Democratic Republic Of Congo,Lubumbashi,Luano,FBM,FZQA
Democratic Republic Of Congo,Kisangani,Kisangani,FKI,FZIC
Democratic Republic Of Congo,Kalemie,Kalemie,FMI,FZRF
Democratic Republic Of Congo,Gandajika,Gandajika,GDJ,FZWC
Democratic Republic Of Congo,Gemena,Gemena,GMA,FZFK
Democratic Republic Of Congo,Goma,Goma,GOM,FZNA
Democratic Republic Of Congo,Idiofa,Idiofa,IDF,FZCB
Democratic Republic Of Congo,Ikela,Ikela,IKL,FZGV
Democratic Republic Of Congo,Inongo,Inongo,INO,FZBA
Democratic Republic Of Congo,Isiro,Matari,IRP,FZJH
Democratic Republic Of Congo,Kapanga,Kapanga,KAP,FZSK
Democratic Republic Of Congo,Kabinda,Kabinda,KBN,FZWT
Democratic Republic Of Congo,Kabalo,Kabalo,KBO,FZRM
Democratic Republic Of Congo,Kananga,Kananga,KGA,FZUA
Democratic Republic Of Congo,Kasongo Lunda,Kasongo Lunda,KGN,FZOK
Democratic Republic Of Congo,Kibuli,Kibuli,KII,
Democratic Republic Of Congo,Kikwit,Kikwit,KKW,FZCA
Democratic Republic Of Congo,Kota Koli,Kota Koli,KLI,FZFP
Democratic Republic Of Congo,Kalima,Kalima,KLY,FZOD
Democratic Republic Of Congo,Kamina,Kamina,KMN,FZSA
Democratic Republic Of Congo,Kaniama,Kaniama,KNM,FZTK
Democratic Republic Of Congo,Kongolo,Kongolo,KOO,FZRQ
Democratic Republic Of Congo,Kiri,Kiri,KRZ,FZBT
Democratic Republic Of Congo,Kolwezi,Kolwezi,KWZ,FZQM
Democratic Republic Of Congo,Lusambo,Lusambo,LBO,FZVI
Democratic Republic Of Congo,Libenge,Libenge,LIE,FZFA
Democratic Republic Of Congo,Lisala,Lisala,LIQ,FZGA
Democratic Republic Of Congo,Lodja,Lodja,LJA,FZVA
Democratic Republic Of Congo,Lusanga,Lusanga,LUS,FZCE
Democratic Republic Of Congo,Luiza,Luiza,LZA,FZUG
Democratic Republic Of Congo,Luozi,Luozi,LZI,FZAL
Democratic Republic Of Congo,Matadi,Matadi,MAT,FZAM
Democratic Republic Of Congo,Mbandaka,Mbandaka,MDK,FZEA
Democratic Republic Of Congo,Mweka,Mweka,MEW,FZVM
Democratic Republic Of Congo,Mbuji Mayi,Mbuji Mayi,MJM,FZWA
Democratic Republic Of Congo,Moanda,Moanda,MNB,FZAG
Democratic Republic Of Congo,Manono,Manono,MNO,FZRA
Democratic Republic Of Congo,Masi Manimba,Masi Manimba,MSM,FZCV
Democratic Republic Of Congo,Nioki,Nioki,NIO,FZBI
Democratic Republic Of Congo,Nkolo,Nkolo,NKL,FZAR
Democratic Republic Of Congo,Ilebo,Ilebo,PFR,FZVS
Democratic Republic Of Congo,Punia,Punia,PUN,FZOP
Democratic Republic Of Congo,Pweto,Pweto,PWO,FZQC
Democratic Republic Of Congo,Tshipise,Tshipise,TSD,
Democratic Republic Of Congo,Tshikapa,Tshikapa,TSH,FZUK
Democratic Republic Of Congo,Wuhu,Wuhu,WHU,ZSWU
Democratic Republic Of Congo,Yangambi,Yangambi,YAN,FZIR
Greece,Agrinion,Agrinion,AGQ,LGAG
Greece,Athens,Athens,AHN,KAHN
Greece,Karpathos,Karpathos,AOK,LGKP
Greece,Athens,Eleftherios Venizelos,ATH,LGAV
Greece,Athens,Ohio University,ATO,KUNI
Greece,Alexandroupolis,Dimokritos,AXD,LGAL
Greece,Kerkyra,Ioannis Kapodistrias,CFU,LGKR
Greece,Chania,Souda,CHQ,LGSA
Greece,Drama,Drama,DRM,KDRM
Greece,Kefalonia,Kefalonia Istland International Airport,EFL,LGKF
Greece,Patras,Araxos Airport,GPA,LGRX
Greece,Heraklion,Nikos Kazantzakis Airport,HER,LGIR
Greece,Athens,Hellinikon (Closed),HEW,
Greece,Ioannina,Ioannina,IOA,LGIO
Greece,Ikaria Island,Ikaria,JIK,LGIK
Greece,Chios,Chios,JKH,LGHI
Greece,Mikonos,Mikonos,JMK,LGMK
Greece,Naxos,Naxos Airport,JNX,LGNX
Greece,Sitia,Sitia,JSH,LGST
Greece,Skiathos,Skiathos,JSI,LGSK
Greece,Spetsai Island,Spetsai Island,JSS,
Greece,Syros Island,Syros Island,JSY,LGSO
Greece,Santorini (Thira),Santorini (Thira),JTR,LGSR
Greece,Astypalaia Island,Astypalaia,JTY,LGPL
Greece,Kastamonu,Kastamonu,KFS,YSCH
Greece,Kos,Kos Island International Airport,KGS,LGKO
Greece,Kithira,Kithira,KIT,LGKC
Greece,Kalamata,Kalamata,KLX,LGKL
Greece,Kasos Island,Kasos Island,KSJ,LGKS
Greece,Kastoria,Aristoteles Airport,KSO,LGKA
Greece,Kavala,Megas Alexandros International,KVA,LGKV
Greece,Kozani,Philippos Airport,KZI,LGKZ
Greece,Kastelorizo,Kastelorizo,KZS,LGKJ
Greece,Larisa,Larisa,LRA,LGLR
Greece,Leros,Leros,LRS,LGLE
Greece,Limnos,Limnos,LXS,LGLM
Greece,Mytilene,Mytilene International Airport,MJT,LGMT
Greece,Milos,Milos,MLO,LGML
Greece,Athens,McMinn County,MMI,KMMI
Greece,Mastic Point,Mastic Point,MSK,
Greece,Paros,Paros,PAS,LGPA
Greece,Porto Kheli,Alexion,PKH,LGHL
Greece,Preveza/Lefkas,Aktion,PVK,LGPZ
Greece,Pyrgos,Andravida,PYR,LGAD
Greece,Rhodes,Diagoras,RHO,LGRP
Greece,Thessaloniki,Macedonia International,SKG,LGTS
Greece,Skiros,Skiros,SKU,LGSY
Greece,Samos,Samos,SMI,LGSM
Greece,Athens,Eleftherios Venizelos,SPJ,LGSP
Greece,Tree Point,Coast Guard Heliport,TRP,KTRP
Greece,Volos,Nea Anchialos,VOL,LGBL
Greece,Ekati,Ekati,YOA,KSJC
Greece,Zakinthos,Zakinthos International Airport,ZTH,LGZA
Thailand,Ban Mak Khaen,Udorn,BAO,VTED
Thailand,Buri Ram,Buri Ram,BFV,VTUO
Thailand,Bangkok,Suvarnabhumi International,BKK,VTBS
Thailand,Chiang Rai,Chiang Rai,CEI,VTCT
Thailand,Chumphon,Chumphon Airport,CJM,VTSE
Thailand,Chiang Mai,Chiang Mai International,CNX,VTCC
Thailand,Hat Yai,Hat Yai,HDY,VTSS
Thailand,Mae Hong Son,Mae Hong Son,HGN,VTCH
Thailand,Hua Hin,Hua Hin Airport,HHQ,VTPH
Thailand,Phuket,Phuket International,HKT,VTSP
Thailand,Krabi,Krabi,KBV,VTSG
Thailand,Kamphangsaen,Kamphangsaen,KDT,VTBK
Thailand,Khon Kaen,Khon Kaen,KKC,VTUK
Thailand,Lop Buri,Lop Buri,KKM,VTBH
Thailand,Nakhon Phanom,Nakhon Phanom,KOP,VTUW
Thailand,Loei,Loei,LOE,VTUL
Thailand,Lampang,Lampang,LPT,VTCL
Thailand,Mae Sot,Mae Sot,MAQ,VTPM
Thailand,Nakhon Ratchasima,Nakhon Ratchasima,NAK,VTUQ
Thailand,Narathiwat,Narathiwat,NAW,VTSC
Thailand,Nan,Nan,NNT,VTCN
Thailand,Nakhon Si Thammarat,Nakhon Si Thammarat,NST,VTSF
Thailand,Pattani,Pattani,PAN,VTSK
Thailand,Patong Beach,Patong Beach,PBS,
Thailand,Phitsanulok,Phitsanulok,PHS,VTPP
Thailand,Phetchabun,Phetchabun,PHY,VTPB
Thailand,Phi Phi Island,Phi Phi Island,PHZ,
Thailand,Paksane,Paksane,PKS,VLPS
Thailand,Phanom Sarakham,Phanom Sarakham,PMM,
Thailand,Phrae,Phrae,PRH,VTCP
Thailand,Surin,Surin,PXR,VTUJ
Thailand,Pattaya,Pattaya,PYX,VTBF
Thailand,Roi Et,Roi Et Airport,ROI,VTUV
Thailand,Songkhla,Songkhla,SGZ,VTSH
Thailand,Sakon Nakhon,Sakon Nakhon,SNO,VTUI
Thailand,Trat,Trat,TDX,VTBO
Thailand,Thakhek,Thakhek,THK,VLTK
Thailand,Sukhothai (sawankolok),Sukhothai,THS,VTPO
Thailand,Takhli,Nakhon Sawan,TKH,VTPI
Thailand,Tak,Tak,TKT,VTPT
Thailand,Trang,Trang,TST,VTST
Thailand,Ubon Ratchathni,Muang Ubon,UBP,VTUU
Thailand,Ranong,Ranong,UNN,VTSR
Thailand,Surat Thani,Surat Thani,URT,VTSB
Thailand,Koh Samui,Koh Samui,USM,VTSM
Thailand,Udon Thani,Udon Thani,UTH,VTUD
Thailand,Utapao,Utapao,UTP,VTBU
Thailand,Uttaradit,Uttaradit,UTR,VTPU
French Polynesia,Anaa,Anaa,AAA,NTGA
French Polynesia,Ahe,Ahe Airport,AHE,NTHE
French Polynesia,Apataki,Apataki,APK,NTGD
French Polynesia,Atuona,Atuona,AUQ,NTMN
French Polynesia,Arutua,Arutua,AXR,NTGU
French Polynesia,Bora Bora,Motu-mute,BOB,NTTB
French Polynesia,Faaite,Faaite,FAC,NTKF
French Polynesia,Fakarava,Fakarava,FAV,NTGF
French Polynesia,Fangatau,Fangatau,FGU,NTGB
French Polynesia,Fakahina,Fakahina,FHZ,NTKH
French Polynesia,Gambier Is,Gambier Is,GMR,NTGJ
French Polynesia,Hikueru,Hikueru,HHZ,NTGH
French Polynesia,Hiva Oa,Hiva Oa,HIX,NTMN
French Polynesia,Hao Island,Hao Island,HOI,NTTO
French Polynesia,Huahine,Huahine,HUH,NTTH
French Polynesia,Kauehi,Kauehi,KHZ,NTKA
French Polynesia,Kaukura Atoll,Kaukura Atoll,KKR,NTGK
French Polynesia,Katiu,Katiu,KXU,VHHH
French Polynesia,Maupiti,Maupiti,MAU,NTTP
French Polynesia,Makemo,Makemo,MKP,NTGM
French Polynesia,Moorea,Temae,MOZ,NTTM
French Polynesia,Mataiva,Mataiva,MVT,NTGV
French Polynesia,Napuka Island,Napuka Island,NAU,NTGN
French Polynesia,Nuku Hiva,Nuku Hiva,NHV,NTMD
French Polynesia,Nukutavake,Nukutavake,NUK,NTGW
French Polynesia,Puka Puka,Puka Puka,PKP,NTGP
French Polynesia,Papeete,Faa&#039;a,PPT,NTAA
French Polynesia,Pukarua,Pukarua,PUK,NTGQ
French Polynesia,Reao,Reao,REA,NTGE
French Polynesia,Raiatea,Raiatea,RFP,NTTR
French Polynesia,Rangiroa,Rangiroa,RGI,NTTG
French Polynesia,Rurutu,Rurutu,RUR,NTAR
French Polynesia,Rairua,Raivavae,RVV,SCIP
French Polynesia,Tikehau Atoll,Tikehau Atoll,TIH,NTGC
French Polynesia,Takume,Takume,TJN,KSEA
French Polynesia,Takapoto,Takapoto,TKP,NTGT
French Polynesia,Tatakoto,Tatakoto,TKV,NTGO
French Polynesia,Takaroa,Takaroa,TKX,NTKR
French Polynesia,Tupai,Tupai,TPX,KFOE
French Polynesia,Tetiaroa Is,Tetiaroa Is,TTI,NTTE
French Polynesia,Tubuai,Tubuai,TUB,NTAT
French Polynesia,Ua Huka,Ua Huka,UAH,NTMU
French Polynesia,Ua Pou,Ua Pou,UAP,NTMP
French Polynesia,Vahitahi,Vahitahi,VHZ,NTUV
French Polynesia,Manihi,Manihi,XMH,NTGI
Peru,Alerta,Alerta,ALD,SPAR
Peru,Andahuaylas,Andahuaylas,ANS,SPHY
Peru,San Juan Aposento,San Juan Aposento,APE,SPAO
Peru,Arequipa,Rodriguez Ballon,AQP,SPQU
Peru,Anta,Anta,ATA,SPHZ
Peru,Ayacucho,Ayacucho,AYC,
Peru,Ayacucho,Yanamilla,AYP,SPHO
Peru,Bellavista,Bellavista,BLP,SPBL
Peru,Chachapoyas,Chachapoyas,CHH,SPPY
Peru,Chimbote,Chimbote,CHM,SPEO
Peru,Chiclayo,Cornel Ruiz,CIX,SPHI
Peru,Cajamarca,Cajamarca,CJA,SPJR
Peru,Cuzco,Velazco Astete,CUZ,SPZO
Peru,Huanuco,Huanuco,HUU,SPNC
Peru,Iberia,Iberia,IBP,SPBR
Peru,Ilo,Ilo,ILQ,SPLO
Peru,Iquitos,C.F. Secada,IQT,SPQT
Peru,Jauja,Jauja,JAU,SPJJ
Peru,Ontario,Intl Heliport,JIO,
Peru,Juanjui,Juanjui,JJI,SPJI
Peru,Juliaca,Juliaca,JUL,SPJL
Peru,Lima,Jorge Chavez International,LIM,SPIM
Peru,Moyobamba,Moyobamba,MBP,SPBB
Peru,Machu Picchu,Machu Picchu,MFT,FQMA
Peru,Macmahon Camp 4,Macmahon Camp 4,MHC,MYEF
Peru,Pucallpa,Captain Rolden International Airport,PCL,SPCL
Peru,Puerto Maldonado,Puerto Maldonado,PEM,SPTU
Peru,Pisco,Pisco,PIO,SPSO
Peru,Piura,Piura,PIU,SPUR
Peru,Rioja,Rioja,RIJ,SPJA
Peru,Rodriguez De Mendoza,Rodriguez De Mendoza,RIM,SPLN
Peru,San Juan,San Juan,SJA,SPJN
Peru,Santa Maria,Santa Maria,SMG,SPMR
Peru,Saposoa,Saposoa,SQU,KPHX
Peru,Shiringayoc,Shiringayoc,SYC,SPOV
Peru,Tumbes,Tumbes,TBP,SPME
Peru,Tacna,Tacna,TCQ,SPTN
Peru,Tingo Maria,Tingo Maria,TGI,SPGM
Peru,Toledo,Toledo,TOW,SBTD
Peru,Tarapoto,Tarapoto,TPP,SPST
Peru,Trujillo,Trujillo,TRU,SPRU
Peru,Tan Tan,Tan Tan,TTA,GMAT
Peru,Talara,Talara,TYL,SPYL
Peru,Quincemil,Quincemil,UMI,SPIL
Peru,Yurimaguas,Yurimaguas,YMS,SPMS
Nepal,Bhadrapur,Bhadrapur,BDP,VNCG
Nepal,Baglung,Baglung,BGL,VNBL
Nepal,Bhojpur,Bhojpur,BHP,VNBJ
Nepal,Bharatpur,Bharatpur Airport,BHR,VNBP
Nepal,Biratnagar,Biratnagar,BIR,VNVT
Nepal,Baitadi,Baitadi,BIT,VNBT
Nepal,Bajhang,Bajhang,BJH,VNBG
Nepal,Bajura,Bajura Arpt,BJU,VNBR
Nepal,Bhairawa,Bhairawa,BWA,VNBW
Nepal,Darchula,Darchula,DAP,VNDL
Nepal,Dhangarhi,Dhangarhi,DHI,VNDH
Nepal,Dang,Dang,DNP,VNDG
Nepal,Dolpa,Dolpa,DOP,VNDP
Nepal,Sanfebagar,Sanfebagar,FEB,VNSR
Nepal,Gorkha,Gorkha,GKH,VNGK
Nepal,Chaurjhari,Chaurjhari,HRJ,VNCJ
Nepal,Simikot,Simikot,IMK,VNST
Nepal,Jiri,Jiri,JIR,VNJI
Nepal,Janakpur,Janakpur,JKR,VNJP
Nepal,Jomsom,Jomsom,JMO,VNJS
Nepal,Jumla,Jumla,JUM,VNJL
Nepal,Nepalganj,Nepalganj,KEP,VNNG
Nepal,Kathmandu,Tribhuvan,KTM,VNKT
Nepal,Lamidanda,Lamidanda,LDN,VNLD
Nepal,Langtang,Langtang,LTG,VNLT
Nepal,Lukla,Lukla,LUA,VNLK
Nepal,Meghauli,Meghauli,MEY,VNMG
Nepal,Mountain,Mountain,MWP,
Nepal,Manang,Manang,NGX,VNMA
Nepal,Pokhara,Pokhara,PKR,VNPK
Nepal,Phaplu,Phaplu,PPL,VNPL
Nepal,Ramechhap,Ramechhap,RHP,VNRC
Nepal,Rajbiraj,Rajbiraj,RJB,VNRB
Nepal,Rolpa,Rolpa,RPA,VNRP
Nepal,Rukumkot,Rukumkot,RUK,VNRK
Nepal,Rumjatar,Rumjatar,RUM,VNRT
Nepal,Simara,Simara,SIF,VNSI
Nepal,Silgadi Doti,Silgadi Doti,SIH,VNDT
Nepal,Surkhet,Kadmandu,SKH,VNSK
Nepal,Syangboche,Syangboche,SYH,VNSB
Nepal,Tumling Tar,Tumling Tar,TMI,VNTR
Nepal,Taplejung,Taplejung Suketar,TPJ,VNTJ
Nepal,Tikapur,Tikapur,TPU,VNTP
Nepal,Mahendranagar,Mahendranagar,XMG,VNMN
Chile,Antofagasta,Cerro Moreno,ANF,SCFA
Chile,Arica,Chacalluta,ARI,SCAR
Chile,Balmaceda,Teniente Vidal,BBA,SCBA
Chile,Chile Chico,Chile Chico,CCH,SCCC
Chile,Concepcion,Carriel Sur,CCP,SCIE
Chile,Calama,El Loa,CJC,SCCF
Chile,Chanaral,Chanaral,CNR,SCRA
Chile,Copiapo,Chamonate,CPO,SCAT
Chile,El Salvador,El Salvador,ESR,SCES
Chile,Futaleufu,Futaleufu,FFU,SCFT
Chile,Coyhaique,Ten. Vidal,GXQ,SCCY
Chile,"Isla de Pascua, Easter Island",Mataveri,IPC,SCIP
Chile,Iquique,Cavancha,IQQ,SCDA
Chile,Vina del Mar,Vina del Mar,KNA,SCVM
Chile,Los Andes,Los Andes,LOB,SCAN
Chile,La Serena,La Florida,LSC,SCSE
Chile,Los Angeles,Los Angeles,LSQ,SCGE
Chile,Ovalle,Ovalle,OVL,SCOV
Chile,Puerto Montt,Tepual,PMC,SCTE
Chile,Puerto Natales,Teniente J. Gallardo,PNT,SCNT
Chile,Punta Arenas,Pres Ibanez,PUQ,SCCI
Chile,Puerto Varas,Puerto Varas,PUX,SCPV
Chile,Refugio,Rooke Field,RFG,KRFG
Chile,Santiago,Arturo Merino Benitez,SCL,SCEL
Chile,Cerro Sombrero,Cerro Sombrero,SMB,SCSB
Chile,Tabal,Tabal,TBV,
Chile,Tocopilla,Barriles,TOQ,SCBE
Chile,Taltal,Taltal,TTC,SCTT
Chile,Santiago,Los Cerrillos,ULC,SCTI
Chile,Valparaiso,Valparaiso,VAP,SCRD
Chile,Vallenar,Vallenar,VLR,SCLL
Chile,Alto Palena,Alto Palena,WAP,SCAP
Chile,Castro,Gamboa,WCA,SCST
Chile,Chaiten,Chaiten,WCH,SCTN
Chile,Puerto Aisen,Puerto Aisen,WPA,SCAS
Chile,Porvenir,Porvenir,WPR,SCFM
Chile,Puerto Williams,Puerto Williams,WPU,SCGZ
Chile,Chillan,Chillan,YAI,SCCH
Chile,Valdivia,Pichoy,ZAL,SCVL
Chile,Temuco,Maquehue,ZCO,SCTC
Chile,Victoria,Victoria,ZIC,SCTO
Chile,Osorno,Canal Balo,ZOS,SCJO
Chile,Pucon,Pucon,ZPC,SCPC
Chile,Ancud,Ancud,ZUD,SCAC
Gabon,Akieni,Akieni,AKE,
Gabon,Alowe,Alowe,AWE,
Gabon,Biawonque,Biawonque,BAW,
Gabon,Booue,Booue,BGB,FOGB
Gabon,Bongo,Bongo,BGP,
Gabon,Bitam,Bitam,BMM,FOOB
Gabon,Fougamou,Fougamou,FOU,FOGF
Gabon,Gamba,Gamba,GAX,
Gabon,Miele Mimbale,Miele Mimbale,GIM,
Gabon,Kongoboumba,Kongoboumba,GKO,
Gabon,Iguela,Iguela,IGE,FOOI
Gabon,Ndende,Ndende,KDN,FOGE
Gabon,Mandji,Mandji,KMD,
Gabon,Koulamoutou,Koulamoutou,KOU,FOGK
Gabon,Lambarene,Lambarene,LBQ,FOGR
Gabon,Libreville,Libreville,LBV,FOOL
Gabon,Leconi,Leconi,LEO,
Gabon,Lastourville,Lastourville,LTL,FOOR
Gabon,Mbigou,Mbigou,MBC,FOGG
Gabon,Moanda,Moanda,MFF,FOOD
Gabon,Manega,Manega,MGO,
Gabon,Moabi,Moabi,MGX,FOGI
Gabon,Mouila,Mouila,MJL,FOGM
Gabon,Mekambo,Mekambo,MKB,FOOE
Gabon,Makokou,Makokou,MKU,FOOK
Gabon,Franceville,Franceville/Mvengue,MVB,FOON
Gabon,Mevang,Mevang,MVG,
Gabon,Minvoul,Minvoul,MVX,FOGV
Gabon,Mayoumba,Mayoumba,MYB,FOOY
Gabon,Mitzic,Mitzic,MZC,FOOM
Gabon,Nkan,Nkan,NKA,
Gabon,Oban,Heliport,OHP,
